year,title,romanised_title,aka,publishers,year_release,region,platform,rating,consumer_advice,more_info
2020,PIKMIN 3 DELUXE,PIKMIN 3 DELUXE,na,NINTENDO,2020,US,Nintendo Switch,General,na,na
2020,SLIDE STARS,SLIDE STARS,na,GO GAME PTE LTD,2021,ASIA,"Nintendo Switch,Sony Playstation 4,Sony Playstation 5",General,na,na
2020,PAPER MARIO: THE ORIGAMI KING,PAPER MARIO: THE ORIGAMI KING,na,NINTENDO,2020,ASIA,Nintendo Switch,General,na,na
2020,THOSE WHO REMAIN: DELUXE EDITION,THOSE WHO REMAIN: DELUXE EDITION,na,WIRED PRODUCTIONS,2020,EURO,Sony Playstation 4,Mature 18,Some Nudity,"“Those Who Remain” is a horror adventure game revolving around Edward, a man who is caught between his family and his illicit lover. He travels to the town of Dormont to resolve his relationship problems and ends up being caught in a supernatural landscape.

The game is classified M18 for some nudity.

Played from a first person perspective, the player controls Edward to explore the town of Dormont which appears to overlap with a supernatural landscape. Edward has to stay in lit areas as far as possible, as supernatural creatures often lurk in the darkness. Objects in the environment can be manipulated to either unlock progress or to provide some obstacles against the supernatural enemies that are chasing Edward. The objective is to solve the mystery of what happened to Dormont and resolve Edward’s relationship issues.

One of the enemies encountered is a monster with the head of a lamp and the torso of a naked female woman. While the torso is distorted with extra protuberances and faces protruding against the skin, her bare breasts are clearly visible. As such, the game is more appropriately classified under a M18 rating where the Classification Guidelines permit “depiction of topless nudity or occasional full frontal nudity.” In some of the rooms, the player may encounter classical art pieces with varying degrees of nudity. 

The depiction of violence in the game is reasonably mild. When supernatural creatures catch up with Edward, the screen fades to black, indicating his death. In one scenario, Edward can choose to punish a criminal by throwing a match into a car. The car bursts into flames and the criminal flails around briefly, but details of injury are blocked by the flames.

There is some use of coarse language, including the expletive “f**k”, and milder swear words such as shit and asshole."
2020,CAT QUEST + CAT QUEST II: PAWSOME PACK,CAT QUEST + CAT QUEST II: PAWSOME PACK,na,PQUBE LIMITED,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,NICKELODEON KART RACERS 2: GRAND PRIX,NICKELODEON KART RACERS 2: GRAND PRIX,na,MAXIMUM GAMES,2020,"EURO,US","Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2020,CADENCE OF HYRULE: CRYPT OF THE NECRODANCER FEATURING THE LEGEND OF ZELDA,CADENCE OF HYRULE: CRYPT OF THE NECRODANCER FEATURING THE LEGEND OF ZELDA,na,NINTENDO,2020,ASIA,Nintendo Switch,General,na,na
2020,WARBORN,WARBORN,na,PQUBE,2020,US,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,ARCADE SPIRITS,ARCADE SPIRITS,na,PQUBE,2020,EURO,"Nintendo Switch,Sony Playstation 4",Advisory 16,Suitable for 16 & Above,"“Arcade Spirits” is a visual novel that revolves around an unnamed protagonist who has started a new job at an arcade centre called Funplex game arcade.

The game is rated Advisory 16 (Suitable for 16 & Above).

The story is progressed when the player character interacts with other characters by choosing a response from a list of dialogue options. Some of the dialogue choices allow the player character to invite a character out on a date, which ends with the couple confessing their affection for each other. This can include same-sex pairings. The couple’s affection is described in text without any depiction of intimacy. According to the Advisory 16 guidelines, “portrayal of implied sexual activity” is allowed."
2020,SKULLY,SKULLY,na,MODUS GAMES LLC,2020,EURO,"Nintendo Switch,PC,Sony Playstation 4,Xbox One",General,na,na
2020,LEGEND OF THE SKYFISH,LEGEND OF THE SKYFISH,na,RED ART GAMES,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,DUNGEON OF THE ENDLESS,DUNGEON OF THE ENDLESS,na,AMPLITUDE STUDIOS,2020,US,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,SPIRIT OF THE NORTH,SPIRIT OF THE NORTH,SPIRIT OF THE NORTH ENHANCED EDITION,MERGE GAMES,2020,"ASIA,EURO,US","Nintendo Switch,Sony Playstation 4,Sony Playstation 5",General,na,na
2020,CAT QUEST II,CAT QUEST II,CAT QUEST 2,PQUBE,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,REAL FARM,REAL FARM,REAL FARM GOLD EDITION,SOEDESCO,2020,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2020,NEXOMON: EXTINCTION,NEXOMON: EXTINCTION,na,PQUBE,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,KINGDOM HEARTS: MELODY OF MEMORY,KINGDOM HEARTS: MELODY OF MEMORY,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2020,ON THE ROAD: TRUCK-SIMULATOR,ON THE ROAD: TRUCK SIMULATOR,ON THE ROAD: TRUCK - SIMULATOR,AEROSOFT,2021,EURO,Sony Playstation 4,General,na,na
2020,?????????,WING OF DARKNESS,na,CLOUDED LEOPARD ENTERTAINMENT INC,2021,ASIA,Nintendo Switch,General,na,na
2020,PROJECT CARS 3,PROJECT CARS 3,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"PC,Sony Playstation 4,Xbox One",General,na,na
2020,ROCKET ARENA MYTHIC EDITION,ROCKET ARENA MYTHIC EDITION,na,ELECTRONIC ARTS,2020,ASIA,Sony Playstation 4,General,na,na
2020,LEGO HOBBIT,LEGO THE HOBBIT,na,WB GAMES,2017,EURO,Sony Playstation 4,General,na,na
2020,WILLY JETMAN: ASTROMONKEY´S REVENGE,WILLY JETMAN: ASTROMONKEY´S REVENGE,na,BADLAND PUBLISHING,2020,EURO,Sony Playstation 4,General,na,na
2020,ADAM'S VENTURE: ORIGINS,ADAM'S VENTURE: ORIGINS,na,SOEDESCO,2020,EURO,Nintendo Switch,General,na,na
2020,CHAOS JUMP,CHAOS JUMP,na,MINORITY MEDIA,2017,OTH,"Others, please specify",General,na,na
2020,GAME & WATCH: SUPER MARIO BROS.,GAME & WATCH: SUPER MARIO BROS.,na,NINTENDO,2020,US,"Others, please specify",General,na,na
2020,THEME PARK SIMULATOR,THEME PARK SIMULATOR,na,BADLAND PUBLISHING,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,WOLFENSTEIN: THE NEW ORDER + WOLFENSTEIN: THE OLD BLOOD,WOLFENSTEIN: THE NEW ORDER + WOLFENSTEIN: THE OLD BLOOD,"WOLFENSTEIN: THE NEW ORDER & THE OLD BLOOD DUAL PACK, WOLFENSTEIN DUAL PACK",BETHESDA,2020,US,Sony Playstation 4,Mature 18,Wolfenstein: The New Order – M18 (Strong Violence and Coarse Language) / Wolfenstein: The Old Blood – M18 (Strong Violence and Gore),"This compilation is rated M18 and consists of ‘Wolfenstein: The New Order’ and ‘Wolfenstein: The Old Blood’. For more information on the game content, please refer to the individual games’ records in the classification database."
2020,TWO POINT HOSPITAL,TWO POINT HOSPITAL,na,SEGA,2020,ASIA,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,?????5 ???,PERSONA 5 THE ROYAL,PERSONA 5 ROYAL,SEGA / ATLUS,2020,"ASIA,US",Sony Playstation 4,Advisory 16,Suitable for 16 & Above,"This version of the game is classified ADV16. For more information on the game content, please refer to the original game’s record in the classification database."
2020,??????????????? ?? . ??,IS IT WRONG TO TRY TO PICK UP GIRLS IN A DUNGEON? FAMILIA MYTH INFINITE COMBATE,na,MAGES,2020,ASIA,"Nintendo Switch,Sony Playstation 4",Advisory 16,Suitable for 16 & Above,"Set in a fantasy world, “Is It Wrong To Try To Pick Up Girls In A Dungeon Familia Myth Infinite Combate” is a roleplaying game that revolves around the characters, Bell Cranel and Ais Wallenstein, who are adventurers that go on expeditions to explore dungeons.

The game is rated Advisory 16 (Suitable for 16 & Above).

The player completes quests to advance the plot, which alternates between the two protagonists. The game consists of navigation through menu options to interact with other characters, as well as a dungeon-exploring segment where player characters move through caves where enemies would appear and attack them. The player characters use weapons such as knives and swords to defeat enemies. Player characters can also use magical spells on enemies. Numbers appear above characters to indicate the damage inflicted on them. Enemies fall over and disappear when they are defeated.

The game contains suggestive images where female characters are seen wearing clothing that reveals the cleavage or the curvature of the breast. The clothing is occasionally in tatters. There are also some depictions of naked female characters who are seen with their hands over their chest, obscuring details of nudity. These depictions are contained under an Advisory 16 rating where the guidelines permit “still or moving images which may be mildly suggestive” and “nudity without details”."
2020,RESIDENT EVIL 3 (2020),RESIDENT EVIL 3 (2020),na,CAPCOM,2020,ASIA,"Sony Playstation 4,Xbox One",Mature 18,Violence and Gore,"‘Resident Evil 3’ is a survival-horror action game set in a city overrun by zombies. It revolves around two protagonists who uncover the misdeeds of the pharmaceutical company Umbrella, the creators of a deadly virus that has spread across Raccoon City, and must fight against zombies and infected creatures to escape. The game also includes ‘Resident Evil Resistance’, which is a 1-vs-4 multiplayer game that pits 4 survivors against a mastermind antagonist who must prevent them from escaping.

This game is rated M18 for violence and gore.

Played from a third-person perspective, the player assumes the role of either Jill Valentine or Carlos Oliveira to fight against groups of enemies using weapons such as rifles, pistols, shotguns, plasma lasers and flamethrowers.

There are frequent realistic depictions of violence and gore that results in the dismemberment and maiming of characters. The player will encounter locations with mutilated corpses and burnt, blackened bodies strewn on the ground. Gunshots or fatal blows to the head cause characters to explode in a burst of blood. As a result, copious blood splatter frequently occurs, staining the walls and ground in the process. Some scenes depict human characters being pierced right through their body, disemboweled, or having their necks bitten by zombies. These depictions are more appropriate under the M18 rating where the Classification Guidelines allow “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters”.

Coarse language such as ‘bitch’, ‘dickhead’, ‘f**k’ and its variations can be heard or seen in text during cinematic scenes and during the game. The M18 guidelines permit “frequent use of strong coarse language.”"
2020,POWER RANGERS: BATTLE FOR THE GRID,POWER RANGERS: BATTLE FOR THE GRID,POWER RANGERS: BATTLE FOR THE GRID COLLECTOR'S EDITION,NWAY,2019,US,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2020,DREAMS UNIVERSE,DREAMS UNIVERSE,na,SONY INTERACTIVE ENTERTAINMENT INC.,2020,ASIA,Sony Playstation 4,General,na,na
2020,???? PROJECT DIVA MEGA39’S,HATSUNE MIKU: PROJECT DIVA MEGA39’S,na,SEGA,2020,ASIA,Nintendo Switch,General,na,na
2020,MICROSOFT FLIGHT SIMULATOR,MICROSOFT FLIGHT SIMULATOR,na,XBOX GAME STUDIOS,2020,ASIA,"PC,Xbox One,Xbox One X",General,na,na
2020,INSTANT CHEF PARTY,INSTANT CHEF PARTY,na,MERGE GAMES,2020,EURO,Nintendo Switch,General,na,na
2020,SACKBOY: A BIG ADVENTURE,SACKBOY: A BIG ADVENTURE,na,SONY INTERACTIVE ENTERTAINMENT INC.,2020,ASIA,"Sony Playstation 4,Sony Playstation 5",General,na,na
2020,ETERNUM EX,ETERNUM EX,na,RED ART GAMES,2020,EURO,Nintendo Switch,General,na,na
2020,WHO WANTS TO BE A MILLIONAIRE,WHO WANTS TO BE A MILLIONAIRE,na,MICROIDS,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,MAD RAT DEAD,MAD RAT DEAD,na,NIS AMERICA,2020,US,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,STARDEW VALLEY,STARDEW VALLEY,na,FANGAMER,2020,EURO,Nintendo Switch,General,na,na
2020,NEVERSONG & PINSTRIPE,NEVERSONG & PINSTRIPE,na,SEGA,2020,ASIA,Nintendo Switch,General,na,"This compilation consists of “Neversong” and “Pinstripe”. For more information on the game content, please refer to the individual games’ records in the classification
database."
2020,MINISTRY OF BROADCAST,MINISTRY OF BROADCAST,na,PM STUDIOS,2020,US,Nintendo Switch,Advisory 16,Suitable for 16 & Above,"Set in a dystopian country run by a repressive government, “Ministry of Broadcast” is a 2D platform-game about a man who willingly enters a prison camp as a participant in a government-run reality show. He aims to overcome the various obstacles in the camp to reunite with his family.

The game is rated Advisory 16 (Suitable for 16 & Above).

The player controls the protagonist who makes his way through the various levels of the camp by traversing platforms, solving puzzles and avoiding various dangers such as booby traps and guards. Failing to overcome these obstacles often result in a bloody death, such as being impaled by spikes, shot by a soldier, squashed by a machine or eaten by a crocodile. The protagonist can also intentionally lead other characters into traps in order to defuse them, such as an instance where a character falls into a spike pit and the protagonist steps over the body to safety. In these instances of violence, pixelated blood details are seen. As such, the game is more appropriately classified under an Advisory 16 rating where the Classification Guidelines permit “realistic but not excessively graphic violence with depiction of blood.”

There is a level in the game where there are two posters pasted on the wall that feature topless women. However, details of nudity are not clear due to the visual quality of the game, which adopts a retro, pixel art visual style. The Adv 16 Guidelines allow “nudity without details”.

There is some use of coarse language, such as the expletive “f**k” as well as other words such as “damn”, “bastard”, “ass” and “shit”. This is permitted under the Adv 16 Classification Guidelines, which state “coarse language such as the use of the expletive ‘f**k’” can be permitted."
2020,NIOH 2,?? 2,na,"KOEI TECMO GAMES CO., LTD.",2020,ASIA,Sony Playstation 4,Mature 18,Violence,"Set in Sengoku era Japan, “Nioh 2” is an action role-playing game where players assume the role of a half-human Yokai warrior who traverses the perilous Dark Realm battling against grotesque demons and ninjas.

The game is rated M18 (Violence).

The player controls a customisable character from a third-person perspective to explore the land, collect spirit cores and fight demonic creatures along the way. The player character encounters both human and supernatural enemies which must be defeated in order for the player to progress through the mission. During combat, the player character can equip himself with swords, axes, or bows, as well as administer magical attacks like fire and lightning to fight against soldiers, ninjas and demons. He is also able to defend himself by guarding with his weapon or stepping backwards.

When characters are slashed or struck with a weapon, voluminous amounts of blood spurt from their bodies, which stain the surrounding area and the player’s weapon. Enemies can be decapitated or dismembered, usually depicted during the final blow, when sufficient blows have been administered. When this happens, blood will spray from the severed stump of the neck or limb. The player will encounter locations with dead human bodies stained with blood, sometimes mutilated or dismembered, strewn on the ground. As the depictions of violence are realistic, coupled with frequent blood effects, the game is suitable for an M18 rating which permits “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters”.

Players will come across a snake-like demon with partially exposed breasts, but details of nudity are obscured by moss and the demon’s hair."
2020,????7 ??????,YAKUZA: LIKE A DRAGON,RYU GA GOTOKU 7: HIKARI TO YAMI NO YUKUE,SEGA,2020,ASIA,"Sony Playstation 4,Sony Playstation 5",Mature 18,Violence,"????7 ??????  (Ryu Ga Gotoku 7: Hikari To Yami No Yukue) is a roleplaying game that revolves around Ichiban Kasuga, a lowly yakuza who is released after an eighteen year jail sentence. He finds that he has been disowned by the clan and the balance of power has changed dramatically. With the help of a group of misfits, Ichiban seeks to reclaim his rightful position among the yakuza clans.

The game is classified M18 for violence.

The player controls the protagonist and leads a party of four to explore the streets of Yokohama and other Japanese cities, and complete quests to progress the story. Combat is played out in a turn-based format, where characters take turns to carry out actions such as buffing allies, blocking enemy blows, attacking enemies or executing special attacks. Most of the attacks tend to be unarmed combat, but characters can also be armed with items such as police equipment or baseball bats to increase combat damage. If there are objects such as chairs or signboards in the immediate environment, the characters will automatically pick them up to attack their opponents. Some of the characters have more outlandish abilities, such as using a lighter to breathe fire or setting pigeons to attack their enemies.

Blood spurts are frequently seen when characters are damaged. Some of the special attacks have stronger depictions of violence, such as a man impaling his enemy with a katana and hitting him with lightning and a character rubbing his opponent’s face into a giant wooden grater with copious blood spray. Some of the story cut-scenes also contain violence with strong details, such as a man using his finger to gouge another man’s eye; a man shot through the head with a crossbow; two men gunned down and shot repeatedly with blood spurts; and a few scenes showing characters who have been shot in the head, with visible bullet wounds. As such, the game is more appropriately classified under a M18 rating where the Classification Guidelines permit “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters.”

There are some sexual references in the game. The protagonist will encounter a social escort agency where the walls are decorated with photographs of scantily-clad female models in suggestive poses.  An optional side-quest depicts a female character hitting a man with a cane, implying that he has an inclination for sado-masochistic (SM) treatment. The protagonist can also enter an adult toy shop and purchase a leather outfit for a female party member. The female character will then be dressed in a tight-fitting leather attire and attack enemies with a thin rod, a reference to typical SM behaviour. The protagonist may also encounter enemies who display perverted behaviour, such as a man who opens his jacket to “flash” a character; or a man who knocks his opponent down and rubs his body against her. There are no depictions of nudity and these attacks are more tongue-in-cheek rather than explicitly sexual."
2020,BAYONETTA & VANQUISH 10TH ANNIVERSARY BUNDLE,BAYONETTA & VANQUISH 10TH ANNIVERSARY BUNDLE,na,SEGA,2020,ASIA,Sony Playstation 4,Mature 18,BAYONETTA – ADV16 (Suitable for 16 & Above) / VANQUISH – M18 (Violence and Coarse Language),"This compilation is rated M18, and consists of ‘Bayonetta’ (ADV16) and ‘Vanquish’ (M18). For more information on the game content, please refer to the individual games’ records in the classification database."
2020,SUPER KICKERS LEAGUE - ULTIMATE,SUPER KICKERS LEAGUE ULTIMATE,na,FUNBOX MEDIA,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,TT ISLE OF MAN 2,TT ISLE OF MAN 2,na,BIG BEN,2020,ASIA,"Sony Playstation 4,Xbox One X",General,na,na
2020,CAPTAIN TSUBASA: RISE OF NEW CHAMPIONS,CAPTAIN TSUBASA: RISE OF NEW CHAMPIONS,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"Nintendo Switch,PC,Sony Playstation 4",General,na,na
2020,PILLARS OF ETERNITY II: DEADFIRE ULTIMATE EDITION,PILLARS OF ETERNITY II: DEADFIRE ULTIMATE EDITION,PILLARS OF ETERNITY 2: DEADFIRE ULTIMATE EDITION,THQ NORDIC,2020,EURO,"Nintendo Switch,PC,Sony Playstation 4,Xbox One",Mature 18,Nudity and Coarse Language,"‘Pillars of Eternity II: Deadfire Ultimate Edition’ is a fantasy roleplaying game set in the fictional world of Eora. This edition contains the main game and 3 expansion packs. In the main story campaign, the protagonist and companions are seafaring adventurers exploring an island chain called Deadfire. Throughout their journey, they have to contend with the dangers of the land, as well as the titanic god Eothas who is causing destruction everywhere he treads. 

The game is rated M18 for nudity and coarse language.

From a top-down perspective, the player will direct the movement and actions of a party of characters as they roam various locales. During their travels, the party will meet and engage in dialogue with other characters, and often undertake quests from them. The group’s hub of operations is aboard the Defiant, which is a ship that allows traversal between locations in the open world. The player can hire crew members, upgrade the ship and take it into combat against other ships. As more wealth is accumulated, new vessels can be bought.

Apart from ship-to-ship combat encounters, the party will have to overcome a variety of human enemies, creatures and demonic beings in direct confrontation during hostile encounters. During combat, there are frequent depictions of blood splattering which leaves blood stains on surfaces. Enemies often explode and dismember into unidentifiable chunks when killed. The M18 guidelines allow “Depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters”.

At a bathhouse, naked patrons can be seen standing around or submerged in the baths. One particular male character’s genital is visible, while the female character next to him has an exposed groin, but the depictions are not detailed. These scenes are permissible under the M18 guidelines, which allow for “Depiction of topless nudity or occasional full frontal nudity.”

The dialogue contains frequent use of coarse language, including expletives such as ‘cocks**ker’ and variations of ‘f**k’. The guidelines for M18 permit “frequent use of strong coarse language.”"
2020,UNDER NIGHT IN-BIRTH EXE:LATE[CL-R],UNDER NIGHT IN-BIRTH EXE:LATE[CL-R],na,AKSYS GAMES,2020,US,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,DEADWOOD MANSION,DEADWOOD MANSION,na,SANDBOX VR,2017,ASIA,"Others, please specify",Mature 18,Violence,"‘Deadwood Mansion’ is a virtual reality (VR) first-person shooter that follows a team of operatives who have tracked down a deranged doctor to an abandoned mansion. They soon find themselves trapped and besieged by hordes of zombies, killer rats and other undead creatures. The protagonists must work together to fight off the attacks and survive until rescue arrives.

The game is rated M18 for violence.

Players can arm themselves with dual pistols or assault rifles. Deployed at the main hall of the mansion, the squad must defend their position against enemies that attack in waves. The players have limited space to move around, and need to work together to destroy the enemies before being overwhelmed. The players will also have to move around to avoid laser traps that occasionally activate and sweep across the hall. Players who are knocked out can be revived by teammates nearby.

The combat is frenetic, as the players are frequently attacked by waves of zombies and creatures charging at them. Large blood splatters are frequently depicted when enemies are shot, and leave behind blood stains on surfaces before they eventually disappear with the corpses of enemies. Zombies exhibit blood stains, lacerations and wounds on their heads, torsos and limbs. Their ribcages, organs and innards are also exposed and clearly visible. These scenes can be contained under the M18 rating, which permits “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters.”"
2020,GIGANTOSAURUS THE GAME,GIGANTOSAURUS THE GAME,na,OUTRIGHT GAMES,2020,ASIA,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,THE YAKUZA REMASTERED COLLECTION,THE YAKUZA REMASTERED COLLECTION,na,SEGA,2020,EURO,Sony Playstation 4,Mature 18,Yakuza 3 Remastered - M18 (Violence and Coarse Language) / Yakuza 4 Remastered - M18 (Violence and Coarse Language) / Yakuza 5 Remastered - M18 (Violence),"This compilation consists of ‘Yakuza 3 Remastered’, ‘Yakuza 4 Remastered’ and ‘Yakuza 5 Remastered’. For more information on the game content, please refer to the individual games’ records in the classification database."
2020,LANGRISSER I & II,LANGRISSER I & II,LANGRISSER I&II,NIS AMERICA,2020,"EURO,US","Nintendo Switch,Sony Playstation 4",General,na,na
2020,GRANBLUE FANTASY: VERSUS,GRANBLUE FANTASY: VERSUS,na,SEGA,2020,ASIA,Sony Playstation 4,General,na,na
2020,SNACK WORLD: THE DUNGEON CRAWL - GOLD,SNACK WORLD: THE DUNGEON CRAWL - GOLD,na,NINTENDO,2020,US,Nintendo Switch,General,na,na
2020,MR. DRILLER DRILLLAND,MR. DRILLER DRILLLAND,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"Nintendo Switch,PC",General,na,na
2020,CLUBHOUSE GAMES™: 51 WORLDWIDE CLASSICS,CLUBHOUSE GAMES: 51 WORLDWIDE CLASSICS,na,NINTENDO,2020,US,Nintendo Switch,General,na,na
2020,BAKUGAN®: CHAMPIONS OF VESTROIA™,BAKUGAN: CHAMPIONS OF VESTROIA,na,WARNER BROS. INTERACTIVE ENTERTAINMENT,2020,EURO,Nintendo Switch,General,na,na
2020,EFOOTBALL PES 2021 SEASON UPDATE,EFOOTBALL PES 2021 SEASON UPDATE,na,KONAMI,2020,ASIA,"PC,Sony Playstation 4",General,na,na
2020,ATELIER RYZA 2: LOST LEGENDS & THE SECRET FAIRY,ATELIER RYZA 2: LOST LEGENDS & THE SECRET FAIRY,na,KOEI TECMO,2020,ASIA,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,SIGI - A FART FOR MELUSINA,SIGI - A FART FOR MELUSINA,na,SOMETIMES YOU,2020,EURO,Sony Playstation 4,General,na,na
2020,METAGAL,METAGAL,na,RATALAIKA GAMES,2020,EURO,Sony Playstation 4,General,na,na
2020,LITTLE NIGHTMARES II,LITTLE NIGHTMARES II,LITTLE NIGHTMARES 2,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"Nintendo Switch,PC,Sony Playstation 4,Sony Playstation 5,Xbox One,Xbox Series X/S",General,na,na
2020,OVIVO,OVIVO,na,SOMETIMES YOU,2020,EURO,Sony Playstation 4,General,na,na
2020,INERTIAL DRIFT,INERTIAL DRIFT,na,PQUBE,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,CAFÉ ENCHANTÉ,CAFÉ ENCHANTÉ,CAFE ENCHANTE,AKSYS GAMES,2020,US,Nintendo Switch,General,na,na
2020,HARDCORE MECHA,HARDCORE MECHA,HARDCORE MECHA: FIGHTER EDITION,GAME SOURCE ENTERTAINMENT,2020,ASIA,Nintendo Switch,General,na,na
2020,MARVEL'S AVENGERS,MARVEL'S AVENGERS,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"PC,Sony Playstation 4,Xbox One",General,na,na
2020,KINGDOM MAJESTIC,KINGDOM MAJESTIC,na,MICROIDS,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,PIOFIORE: FATED MEMORIES,PIOFIORE: FATED MEMORIES,na,AKSYS GAMES,2020,US,Nintendo Switch,Advisory 16,Suitable for 16 & Above,"“Piofiore: Fated Memories” is a visual novel revolving around Liliana Adornato, a girl who lives in the Italian town of Burlone. The town is controlled by three criminal organizations, and she finds herself caught in the centre of their conflict.

The game is rated Advisory 16 (Suitable for 16 & Above).

The player progresses through story scenes, comprising images with some minor animation and text, by pressing buttons to select dialogue choices which affect how the story plays out.

There are some scenes depicting intimacy between the characters, with narrative text referencing sexual activity that is not visually depicted. One scene shows a man holding the female protagonist from behind and touching his honey-coated fingers to her lips, ordering her to lick his fingers. Another scene shows the female protagonist waking up in bed with a male character, who apologises for ‘pushing too hard’ the previous night. Such images and sexual references would be more appropriate under an Advisory 16 rating where the Classification Guidelines allow “portrayal of implied sexual activity”.

There is some use of coarse language in the game, such as the expletive “f**k” and other words such as “damn”, “bastard”, “shit”, “ass” and “bitch”. The Advisory 16 Guidelines allow “coarse language such as the use of the expletive “f**k”.

Scenes of violence are implied by still images and textual references, and not directly depicted. In some scenes, the characters are described to be fighting with swords or guns. These scenes are accompanied by blood splatters on screen and sound effects, but there is no actual depiction of the infliction of violence. In one such scene, a character’s appearance becomes increasingly bloodstained and the final image shows him lying on the floor, but details of injuries are not visible. There are also some descriptions of torture which are accompanied by images of a knife being positioned next to a fingernail and an ear, followed by blood splatters and sound effects without showing the actual infliction."
2020,THE MOOSEMAN,THE MOOSEMAN,na,RED ART GAMES,2020,EURO,Sony Playstation 4,General,na,na
2020,OBAKEIDORO: CATCH ME IF YOU CAN MONSTERS!,OBAKEIDORO: CATCH ME IF YOU CAN MONSTERS!,na,FREE STYLE,2020,US,Nintendo Switch,General,na,na
2020,BEN 10: POWER TRIP,BEN 10: POWER TRIP,na,OUTRIGHT GAMES,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,????? FOOD GIRLS,FOOD GIRLS,na,JUST DAN,2020,ASIA,Nintendo Switch,General,na,na
2020,GHOST OF A TALE,GHOST OF A TALE,GHOST OF A TALE COLLECTOR'S EDITION,AVANCE DISCO,2021,EURO,Sony Playstation 4,General,na,na
2020,SUPER MARIO™ 3D WORLD + BOWSER’S FURY,SUPER MARIO 3D WORLD + BOWSER’S FURY,na,NINTENDO,2021,US,Nintendo Switch,General,na,na
2020,CRYPT OF THE NECRODANCER,CRYPT OF THE NECRODANCER,CRYPT OF THE NECRODANCER - NINTENDO SWITCH EDITION,BRACE YOURSELF GAMES,2021,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,KAMEN RIDER: MEMORY OF HEROEZ,KAMEN RIDER MEMORY OF HEROEZ,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"Nintendo Switch,PC,Sony Playstation 4",General,na,na
2020,HYRULE WARRIORS: AGE OF CALAMITY,HYRULE WARRIORS: AGE OF CALAMITY,na,NINTENDO,2020,US,Nintendo Switch,General,na,na
2020,CHRONOS: BEFORE THE ASHES,CHRONOS: BEFORE THE ASHES,na,THQ NORDIC,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,EVOLAND LEGENDARY EDITION,EVOLAND LEGENDARY EDITION,na,RED ART GAMES,2020,EURO,Sony Playstation 4,General,na,na
2020,PROFESSOR RUBIK'S BRAIN FITNESS,PROFESSOR RUBIK'S BRAIN FITNESS,na,MICROIDS,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,MY UNIVERSE: COOKING STAR RESTAURANT,MY UNIVERSE: COOKING STAR RESTAURANT,na,MICROIDS,2020,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2020,SKATER XL,SKATER XL,na,EASY DAY STUDIOS PTY LTD,2020,EURO,Sony Playstation 4,General,na,na
2020,PLANET COASTER: CONSOLE EDITION,PLANET COASTER: CONSOLE EDITION,na,SOLD OUT SALES & MARKETING LTD.,2020,EURO,"Sony Playstation 4,Sony Playstation 5,Xbox One,Xbox Series X/S",General,na,na
